"","Resultado_partida","P_time1","P_time2","NV_time1","NV_time2","NE_time1","NE_time2","ND_time1","ND_time2","NVC_time1","NEC_time1","NDC_time1","NVF_time1","NEF_time1","NDF_time1","NVC_time2","NEC_time2","NDC_time2","NVF_time2","NEF_time2","NDF_time2","GF_time1","GF_time2","GC_time1","GC_time2","SG_time1","SG_time2"
"123",0,19,32,6,10,1,2,5,0,4,1,0,2,0,5,6,1,0,4,1,0,16,21,12,5,4,16
"124",1,11,7,3,2,2,1,7,9,3,1,1,0,1,6,2,1,4,0,0,5,12,9,14,20,-2,-11
"125",0,17,20,4,6,5,2,3,4,2,2,2,2,3,1,4,1,2,2,1,2,14,13,13,10,1,3
"126",0,15,17,4,5,3,2,5,5,2,1,2,2,2,3,4,1,1,1,1,4,12,14,16,13,-4,1
"127",2,18,15,5,4,3,3,4,5,3,2,1,2,1,3,3,1,3,1,2,2,16,18,16,23,0,-5
"128",0,12,16,3,5,3,1,6,6,1,2,3,2,1,3,5,0,2,0,1,4,11,15,16,23,-5,-8
"129",0,15,12,4,3,3,3,5,6,4,0,1,0,3,4,3,1,2,0,2,4,12,14,15,15,-3,-1
"130",0,12,16,3,4,3,4,6,4,1,3,1,2,0,5,3,3,1,1,1,3,7,11,13,13,-6,-2
"131",2,19,21,5,6,4,3,4,4,3,2,1,2,2,3,4,2,1,2,1,3,14,19,12,16,2,3
"132",1,19,23,6,7,1,2,6,4,5,0,2,1,1,4,4,1,2,3,1,2,19,14,24,10,-5,4
"133",2,19,12,6,3,1,3,6,7,4,1,1,2,0,5,1,2,4,2,1,3,16,12,14,20,2,-8
"134",1,35,15,11,4,2,3,0,6,6,1,0,5,1,0,2,1,3,2,2,3,23,12,5,18,18,-6
"135",1,20,23,6,6,2,5,5,2,4,1,1,2,1,4,3,2,1,3,3,1,16,19,13,9,3,10
"136",0,19,17,5,4,4,5,4,4,3,3,1,2,1,3,2,3,2,2,2,2,15,21,14,21,1,0
"137",2,25,15,8,4,1,3,4,6,4,0,2,4,1,2,4,0,2,0,3,4,24,12,14,18,10,-6
"138",1,15,12,4,3,3,3,6,7,3,1,2,1,2,4,1,3,2,2,0,5,17,8,15,17,2,-9
"139",0,8,17,2,4,2,5,9,4,2,1,4,0,1,5,2,2,3,2,3,1,11,14,22,14,-11,0
"140",2,15,12,4,3,3,3,6,7,3,1,3,1,2,3,3,2,1,0,1,6,18,14,26,16,-8,-2
"141",1,20,21,5,6,5,3,4,5,2,3,2,3,2,2,4,2,1,2,1,4,23,17,22,14,1,3
"142",1,24,22,6,7,6,1,2,6,3,2,1,3,4,1,5,1,1,2,0,5,20,20,10,16,10,4
"143",2,24,18,7,5,3,3,4,6,4,1,2,3,2,2,4,1,3,1,2,3,14,20,10,26,4,-6
"144",2,12,20,3,6,3,2,8,6,3,2,1,0,1,7,5,1,2,1,1,4,14,19,18,24,-4,-5
"145",0,20,16,5,4,5,4,4,6,2,2,3,3,3,1,3,2,2,1,2,4,16,18,15,16,1,2
"146",1,16,22,4,6,4,4,6,4,2,1,3,2,3,3,4,2,1,2,2,3,14,16,20,13,-6,3
"147",2,21,8,6,2,3,2,5,10,4,2,1,2,1,4,2,1,5,0,1,5,20,12,18,24,2,-12
"148",0,12,28,3,9,3,1,8,4,1,2,4,2,1,4,5,0,2,4,1,2,14,27,24,15,-10,12
"149",2,15,19,4,5,3,4,7,5,4,0,2,0,3,5,3,3,2,2,1,3,13,16,21,16,-8,0
"150",1,13,36,3,11,4,3,7,0,1,3,2,2,1,5,6,2,0,5,1,0,9,25,18,7,-9,18
"151",0,12,18,3,5,3,3,9,7,1,2,5,2,1,4,4,1,3,1,2,4,15,20,27,27,-12,-7
"152",2,27,19,8,5,3,4,4,6,5,1,2,3,2,2,3,2,2,2,2,4,15,20,10,16,5,4
"153",2,25,19,6,5,7,4,2,6,3,3,1,3,4,1,3,3,2,2,1,4,22,16,12,20,10,-4
"154",0,17,18,4,5,5,3,6,7,2,2,3,2,3,3,5,0,2,0,3,5,14,17,20,21,-6,-4
"155",0,21,37,5,11,6,4,4,0,2,4,2,3,2,2,6,2,0,5,2,0,24,25,23,7,1,18
"156",0,24,23,7,7,3,2,5,6,5,2,1,2,1,4,5,1,1,2,1,5,24,22,18,18,6,4
"157",1,8,23,2,6,2,5,11,4,2,1,5,0,1,6,4,2,1,2,3,3,12,16,28,13,-16,3
"158",2,14,22,3,6,5,4,7,5,1,4,2,2,1,5,4,2,1,2,2,4,9,18,18,15,-9,3
"159",0,20,20,5,6,5,2,5,7,2,2,4,3,3,1,5,1,2,1,1,5,16,19,17,25,-1,-6
"160",1,15,31,4,10,3,1,8,4,4,2,1,0,1,7,5,0,2,5,1,2,15,30,18,16,-3,14
"161",0,24,16,6,4,6,4,4,8,4,2,1,2,4,3,4,3,1,0,1,7,17,16,14,19,3,-3
"162",2,26,17,8,4,2,5,6,7,5,1,1,3,1,5,2,4,2,2,1,5,24,10,18,18,6,-8
"163",1,22,12,6,3,4,3,6,10,4,2,1,2,2,5,1,2,6,2,1,4,18,16,16,29,2,-13
"164",0,21,9,6,2,3,3,7,11,4,1,3,2,2,4,2,2,5,0,1,6,22,13,28,29,-6,-16
"165",1,40,28,12,7,4,7,0,2,6,2,0,6,2,0,4,3,1,3,4,1,26,24,7,13,19,11
"166",0,19,20,5,5,4,5,7,6,3,3,2,2,1,5,2,2,5,3,3,1,17,17,22,19,-5,-2
"167",0,19,24,5,7,4,3,7,6,3,2,2,2,2,5,5,2,2,2,1,4,20,24,19,20,1,4
"168",1,21,21,6,5,3,6,7,5,5,0,2,1,3,5,2,4,3,3,2,2,19,24,21,24,-2,0
"169",1,32,30,10,9,2,3,4,4,5,0,2,5,2,2,6,1,2,3,2,2,31,18,17,10,14,8
"170",0,23,17,7,4,2,5,7,7,5,1,2,2,1,5,2,2,4,2,3,3,21,14,26,22,-5,-8
"171",1,27,22,8,5,3,7,6,5,5,2,2,3,1,4,2,4,3,3,3,2,27,24,21,24,6,0
"172",1,21,19,6,5,3,4,8,8,4,1,4,2,2,4,3,2,3,2,2,5,23,21,30,22,-7,-1
"173",0,23,41,6,12,5,5,6,0,2,2,5,4,3,1,6,3,0,6,2,0,19,27,19,8,0,19
"174",2,13,22,3,6,4,4,10,7,1,2,6,2,2,4,5,1,2,1,3,5,16,19,29,21,-13,-2
"175",0,24,29,6,9,6,2,5,6,4,2,2,2,4,3,6,1,1,3,1,5,20,26,18,18,2,8
"176",2,31,29,9,7,4,8,4,2,6,1,2,3,3,2,4,3,1,3,5,1,19,25,11,14,8,11
"177",0,12,33,3,10,3,3,11,4,2,2,5,1,1,6,5,1,2,5,2,2,15,32,30,18,-15,14
"178",0,19,19,5,5,4,4,8,8,4,3,1,1,1,7,3,3,3,2,1,5,20,17,22,24,-2,-7
"179",2,20,17,5,4,5,5,7,8,2,2,4,3,3,3,2,4,2,2,1,6,15,10,22,20,-7,-10
"180",0,23,23,7,6,2,5,8,6,5,1,3,2,1,5,4,3,1,2,2,5,21,18,27,16,-6,2
"181",2,44,28,13,8,5,4,0,6,6,3,0,7,2,0,5,3,2,3,1,4,29,29,8,23,21,6
"182",0,29,16,7,4,8,4,3,10,4,3,1,3,5,2,2,2,6,2,2,4,27,19,17,30,10,-11
"183",0,32,23,10,6,2,5,6,7,6,1,1,4,1,5,3,2,4,3,3,3,28,20,19,22,9,-2
"184",1,26,24,7,6,5,6,6,6,4,3,1,3,2,5,4,2,3,2,4,3,21,21,16,20,5,1
"185",2,22,22,6,6,4,4,8,8,3,3,3,3,1,5,4,2,4,2,2,4,19,24,25,31,-6,-7
"186",2,36,23,11,6,3,5,4,7,5,1,2,6,2,2,2,2,6,4,3,1,33,19,18,21,15,-2
"187",2,20,19,5,5,5,4,8,9,3,2,3,2,3,5,4,3,2,1,1,7,22,21,23,24,-1,-3
"188",1,22,23,6,7,4,2,8,9,5,1,2,1,3,6,5,1,4,2,1,5,20,21,24,30,-4,-9
"189",1,17,34,4,10,5,4,9,4,2,4,2,2,1,7,7,1,2,3,3,2,10,22,25,13,-15,9
"190",2,23,12,5,3,8,3,5,12,2,4,3,3,4,2,2,2,6,1,1,6,26,15,26,31,0,-16
"191",2,12,25,3,7,3,4,13,8,2,2,6,1,1,7,4,3,3,3,1,5,16,21,34,25,-18,-4
"192",0,19,18,5,4,4,6,10,9,2,2,6,3,2,4,2,5,2,2,1,7,21,10,30,25,-9,-15
"193",2,19,27,5,7,4,6,10,6,4,3,2,1,1,8,4,4,1,3,2,5,22,21,26,16,-4,5
"194",1,24,32,7,10,3,2,9,7,5,1,4,2,2,5,6,1,2,4,1,5,21,28,30,20,-9,8
"195",1,35,26,10,6,5,8,4,5,7,1,2,3,4,2,3,4,3,3,4,2,22,29,13,27,9,2
"196",2,23,29,6,7,5,8,8,4,2,2,6,4,3,2,4,3,2,3,5,2,19,27,23,19,-4,8
"197",2,26,23,7,6,5,5,7,8,3,2,4,4,3,3,4,2,3,2,3,5,21,24,22,24,-1,0
"198",2,25,39,6,12,7,3,6,4,4,2,3,2,5,3,6,1,2,6,2,2,21,35,20,18,1,17
"199",1,28,23,8,6,4,5,7,8,5,3,2,3,1,5,5,2,2,1,3,6,30,20,26,24,4,-4
"200",0,22,47,6,14,4,5,9,0,4,2,4,2,2,5,7,3,0,7,2,0,24,32,33,9,-9,23
"201",0,50,19,15,5,5,4,0,11,7,3,0,8,2,0,2,2,7,3,2,4,33,21,9,31,24,-10
"202",2,29,15,7,4,8,3,5,13,4,3,2,3,5,3,3,2,6,1,1,7,27,17,21,34,6,-17
"203",2,24,28,6,7,6,7,8,6,5,2,2,1,4,6,5,2,3,2,5,3,20,22,24,20,-4,2
"204",2,27,29,7,8,6,5,7,7,4,4,1,3,2,6,5,4,2,3,1,5,23,30,19,26,4,4
"205",2,23,25,6,7,5,4,9,9,4,2,3,2,3,6,5,2,4,2,2,5,25,22,28,31,-3,-9
"206",1,21,22,5,6,6,4,9,10,2,5,2,3,1,7,5,3,2,1,1,8,11,25,25,28,-14,-3
"207",1,39,29,12,8,3,5,5,7,6,1,2,6,2,3,4,2,4,4,3,3,35,25,19,23,16,2
"208",0,33,22,10,6,3,4,7,10,6,1,2,4,2,5,4,2,5,2,2,5,29,24,21,34,8,-10
"209",1,25,36,7,10,4,6,9,4,4,3,3,3,1,6,7,2,2,3,4,2,21,22,26,13,-5,9
"210",2,27,26,6,7,9,5,5,8,3,4,3,3,5,2,3,2,6,4,3,2,29,21,27,23,2,-2
"211",0,30,25,7,7,9,4,5,10,4,4,3,3,5,2,5,2,4,2,2,6,31,22,28,34,3,-12
"212",0,50,15,15,4,5,3,1,14,7,3,1,8,2,0,3,2,6,1,1,8,33,17,10,36,23,-19
"213",2,40,29,12,8,4,5,5,8,6,2,2,6,2,3,5,4,2,3,1,6,35,30,19,28,16,2
"214",2,22,25,5,7,7,4,9,10,2,6,2,3,1,7,4,2,5,3,2,5,12,26,26,34,-14,-8
"215",2,32,30,8,8,8,6,5,7,5,3,2,3,5,3,4,2,4,4,4,3,29,25,21,23,8,2
"216",2,33,23,10,6,3,5,8,10,6,1,3,4,2,5,5,3,2,1,2,8,29,26,23,29,6,-3
"217",0,26,28,7,7,5,7,9,7,5,2,3,2,3,6,5,2,3,2,5,4,28,23,28,22,0,1
"218",0,27,26,7,7,6,5,8,9,6,2,2,1,4,6,3,2,6,4,3,3,22,22,25,25,-3,-3
"219",1,30,37,8,10,6,7,7,4,5,4,1,3,2,6,7,2,2,3,5,2,25,22,19,13,6,9
"220",0,26,22,7,6,5,4,9,11,4,4,3,3,1,6,2,2,7,4,2,4,21,22,26,31,-5,-9
"221",1,29,36,8,11,5,3,9,8,3,2,6,5,3,3,7,1,3,4,2,5,24,33,26,25,-2,8
"222",1,23,27,6,7,5,6,11,9,5,3,2,1,2,9,6,2,3,1,4,6,28,23,33,27,-5,-4
"223",1,30,26,8,7,6,5,8,10,4,2,4,4,4,4,4,4,4,3,1,6,25,21,25,27,0,-6
"224",2,28,43,8,13,4,4,10,5,5,2,4,3,2,6,7,2,2,6,2,3,23,40,34,19,-11,21
"225",2,38,50,10,15,8,5,4,2,7,2,2,3,6,2,7,3,2,8,2,0,23,33,14,11,9,22
"226",0,29,25,8,6,5,7,9,9,5,4,2,3,1,7,3,6,2,3,1,7,30,13,33,26,-3,-13
"227",1,25,30,7,7,4,9,11,6,2,2,7,5,2,4,4,4,4,3,5,2,23,31,31,29,-8,2
"228",2,31,35,8,9,7,8,7,5,5,2,3,3,5,4,6,3,2,3,5,3,25,31,23,21,2,10
"229",0,25,31,7,8,4,7,11,7,4,2,5,3,2,6,5,5,1,3,2,6,26,26,35,20,-9,6
"230",1,18,26,5,7,3,5,14,10,3,2,6,2,1,8,5,2,4,2,3,6,18,29,36,30,-18,-1
"231",0,28,19,7,5,7,4,9,14,6,2,3,1,5,6,3,3,6,2,1,8,25,19,29,37,-4,-18
"232",2,34,41,9,11,7,8,7,4,6,2,3,3,5,4,8,2,2,3,6,2,27,25,23,14,4,11
"233",2,37,27,11,7,4,6,8,10,7,1,3,4,3,5,4,4,4,3,2,6,34,22,26,28,8,-6
"234",0,43,25,13,7,4,4,6,12,7,2,2,6,2,4,4,2,6,3,2,6,40,27,20,37,20,-10
"235",2,35,29,9,8,8,5,6,10,6,3,2,3,5,4,5,4,3,3,1,7,31,30,23,34,8,-4
"236",2,50,31,15,9,5,4,3,10,7,3,2,8,2,1,6,2,4,3,2,6,33,24,13,34,20,-10
"237",0,26,24,7,6,5,6,11,11,2,3,7,5,2,4,5,4,2,1,2,9,25,30,33,35,-8,-5
"238",1,28,30,7,8,7,6,9,9,3,6,2,4,1,7,3,3,6,5,3,3,14,25,26,27,-12,-2
"239",2,31,31,8,7,7,10,8,6,4,3,4,4,4,4,4,4,4,3,6,2,26,33,26,31,0,2
"240",2,34,27,9,7,7,6,7,10,5,5,1,4,2,6,5,2,4,2,4,6,28,30,21,31,7,-1
"241",1,38,29,10,7,8,8,6,9,7,3,2,3,5,4,3,7,2,4,1,7,33,15,23,27,10,-12
"242",2,41,34,11,9,8,7,5,8,8,2,2,3,6,3,5,3,4,4,4,4,25,29,16,27,9,2
"243",1,27,53,7,16,6,5,11,3,5,4,2,2,2,9,8,3,2,8,2,1,32,34,36,13,-4,21
"244",0,31,40,7,12,10,4,7,8,4,4,4,3,6,3,8,1,3,4,3,5,34,35,34,26,0,9
"245",0,27,37,7,10,6,7,11,7,4,4,4,3,2,7,7,2,3,3,5,4,22,29,29,23,-7,6
"246",0,22,37,6,10,4,7,14,7,3,3,6,3,1,8,6,5,1,4,2,6,22,29,38,21,-16,8
"247",2,28,28,8,7,4,7,12,10,4,2,6,4,2,6,6,2,4,1,5,6,28,26,37,32,-9,-6
"248",0,31,26,8,7,7,5,9,12,3,3,6,5,4,3,2,3,8,5,2,4,26,26,28,35,-2,-9
"249",2,27,43,7,13,6,4,11,7,5,2,4,2,4,7,7,2,3,6,2,4,30,40,32,21,-2,19
"250",1,29,31,8,9,5,4,11,11,5,4,3,3,1,8,6,2,4,3,2,7,30,24,36,35,-6,-11
"251",1,32,31,9,9,5,4,11,12,6,2,4,3,3,7,5,2,6,4,2,6,25,29,36,37,-11,-8
"252",1,30,27,8,7,6,6,11,12,6,2,4,2,4,7,4,4,5,3,2,7,31,24,32,32,-1,-8
"253",0,43,44,13,12,4,8,8,5,8,1,3,5,3,5,9,2,2,3,6,3,36,26,26,16,10,10
"254",0,40,29,11,8,7,5,7,12,7,2,3,4,5,4,2,3,8,6,2,4,32,29,25,36,7,-7
"255",2,28,30,7,8,7,6,11,11,5,5,2,2,2,9,5,5,3,3,1,8,33,31,37,37,-4,-6
"256",1,40,54,11,16,7,6,7,3,6,5,1,5,2,6,8,3,2,8,3,1,31,35,22,14,9,21
"257",0,30,22,7,6,9,4,9,15,3,7,2,4,2,7,3,3,7,3,1,8,16,23,28,40,-12,-17
"258",2,43,31,13,7,4,10,8,8,7,2,3,6,2,5,4,4,5,3,6,3,40,34,22,35,18,-1
"259",0,34,31,9,8,7,7,9,10,5,3,4,4,4,5,3,3,7,5,4,3,29,27,28,31,1,-4
"260",2,28,39,7,10,7,9,11,6,6,2,4,1,5,7,7,4,2,3,5,4,26,34,33,24,-7,10
"261",2,41,31,11,8,8,7,7,11,6,6,1,5,2,6,7,2,4,1,5,7,32,27,23,33,9,-6
"262",2,40,32,11,9,7,5,8,12,7,2,4,4,5,4,5,2,6,4,3,6,34,30,28,38,6,-8
"263",1,34,25,9,7,7,4,10,15,5,3,5,4,4,5,3,3,7,4,1,8,29,25,30,40,-1,-15
"264",2,55,28,16,7,7,7,3,12,8,3,2,8,4,1,4,4,5,3,3,7,36,25,15,33,21,-8
"265",2,34,31,9,8,7,7,10,11,3,3,7,6,4,3,6,5,2,2,2,9,29,34,31,37,-2,-3
"266",0,46,44,14,12,4,8,8,7,8,2,3,6,2,5,7,6,1,5,2,6,41,34,22,24,19,10
"267",0,30,33,7,9,9,6,10,11,3,7,3,4,2,7,6,3,4,3,3,7,16,26,30,37,-14,-11
"268",1,39,31,10,7,9,10,7,9,7,4,2,3,5,5,4,4,5,3,6,4,34,34,25,36,9,-2
"269",0,32,30,9,8,5,6,12,12,2,3,8,7,2,4,5,5,3,3,1,9,32,31,38,38,-6,-7
"270",1,31,47,8,13,7,8,12,5,7,2,4,1,5,8,9,2,2,4,6,3,28,27,35,16,-7,11
"271",1,43,31,13,8,4,7,9,11,8,1,4,5,3,5,6,3,4,2,4,7,36,32,27,33,9,-1
"272",2,36,43,10,12,6,7,11,8,6,3,4,4,3,7,8,2,4,4,5,4,28,36,38,29,-10,7
"273",2,31,35,8,9,7,8,12,10,6,5,2,2,2,10,5,4,5,4,4,5,34,31,38,32,-4,-1
"274",2,32,30,7,7,11,9,9,11,4,4,5,3,7,4,3,7,4,4,2,7,35,17,37,32,-2,-15
"275",1,33,37,9,10,6,7,12,10,5,5,3,4,1,9,4,3,7,6,4,3,33,30,39,31,-6,-1
"276",0,26,44,7,13,5,5,15,9,3,3,7,4,2,8,8,2,4,5,3,5,27,38,42,29,-15,9
"277",0,32,40,9,10,5,10,13,7,5,2,6,4,3,7,7,5,2,3,5,5,31,35,40,26,-9,9
"278",0,28,46,7,14,7,4,13,9,4,4,5,3,3,8,8,2,4,6,2,5,26,41,36,23,-10,18
"279",2,32,58,8,17,8,7,11,3,6,3,4,2,5,7,9,3,2,8,4,1,34,39,35,16,-1,23
"280",1,48,32,13,9,9,5,5,13,9,2,2,4,7,3,2,3,9,7,2,4,28,33,17,40,11,-7
"281",0,26,39,7,11,5,6,16,11,3,3,8,4,2,8,7,3,4,4,3,7,28,29,45,38,-17,-9
"282",2,28,47,7,13,7,8,14,7,4,4,6,3,3,8,7,6,1,6,2,6,26,35,37,24,-11,11
"283",0,38,32,10,9,8,5,10,14,4,3,7,6,5,3,5,2,7,4,3,7,31,31,32,41,-1,-10
"284",1,58,49,17,15,7,4,4,9,9,3,2,8,4,2,8,2,4,7,2,5,39,42,18,23,21,19
"285",2,35,34,8,9,11,7,9,12,5,4,5,3,7,4,7,5,2,2,2,10,36,36,37,39,-1,-3
"286",1,30,43,7,12,9,7,12,9,3,7,4,4,2,8,8,2,4,4,5,5,17,36,33,30,-16,6
"287",2,47,32,14,8,5,8,9,12,8,2,4,6,3,5,7,3,4,1,5,8,41,29,30,36,11,-7
"288",0,33,35,9,9,6,8,13,11,2,3,9,7,3,4,5,4,5,4,4,6,35,32,42,34,-7,-2
